Movie_Id,Title,Status,Language,Budget,Revenue,Runtime,Release_Year,Release_Date,Popularity,Vote_Average,Vote_Count,Crew_Name,Actor_Name,Genre_Name,Company_Name,Country_Name
8077,Alien³,Released,En,50000000,159773545,114,1992,22-05-1992 00:00,45.856409,6.2,1633,,Sigourney Weaver,Science Fiction,Twentieth Century Fox Film Corporation,United Kingdom
8078,Alien: Resurrection,Released,En,70000000,162000000,109,1997,12-11-1997 00:00,37.44963,5.9,1365,,Sigourney Weaver,Science Fiction,Twentieth Century Fox Film Corporation,United States Of America
8080,Suspect Zero,Released,En,27000000,13000000,99,2004,27-08-2004 00:00,8.715822,5.5,98,,Carrie-Anne Moss,Crime,Paramount Pictures,Germany
8090,Untraceable,Released,En,35000000,32483410,101,2008,22-01-2008 00:00,12.677505,5.9,238,,Diane Lane,Drama,Lakeshore Entertainment,United States Of America
8095,Cleopatra,Released,En,31115000,71000000,248,1963,12-06-1963 00:00,13.244365,6.7,146,,Elizabeth Taylor,Drama,Twentieth Century Fox Film Corporation,United Kingdom
8141,You Kill Me,Released,En,4000000,2426851,90,2007,09-02-2007 00:00,6.091951,6.2,80,,Ben Kingsley,Comedy,Echo Lake Productions,United States Of America
8193,Napoleon Dynamite,Released,En,400000,46118097,95,2004,11-06-2004 00:00,23.603514,6.7,554,,Jon Heder,Comedy,Paramount Pictures,United States Of America
8195,Ronin,Released,En,55000000,41610884,122,1998,25-09-1998 00:00,32.657488,6.7,658,,Robert De Niro,Action,United Artists,France
8197,Midnight in the Garden of Good and Evil,Released,En,35000000,25105255,155,1997,21-11-1997 00:00,5.525544,6.3,157,,John Cusack,Crime,Warner Bros.,United States Of America
8198,The Quiet American,Released,En,30000000,27674124,101,2002,22-11-2002 00:00,5.133744,6.4,81,,Michael Caine,Drama,Miramax Films,United States Of America
8202,Æon Flux,Released,En,62000000,52304001,93,2005,30-11-2005 00:00,29.954302,5.4,703,,Charlize Theron,Action,Paramount Pictures,United States Of America
8204,The Spiderwick Chronicles,Released,En,90000000,162839667,95,2008,14-02-2008 00:00,21.436682,6.3,572,,Freddie Highmore,Adventure,Paramount Pictures,United States Of America
8224,8MM,Released,En,40000000,96618699,123,1999,26-02-1999 00:00,25.580272,6.1,474,,Nicolas Cage,Thriller,Columbia Pictures Corporation,United States Of America
8247,Jumper,Released,En,85000000,222231186,88,2008,10-02-2008 00:00,21.218,5.9,1799,,Hayden Christensen,Adventure,Dune Entertainment,Canada
8265,Welcome to the Sticks,Released,Fr,11000000,53191886,106,2008,09-01-2008 00:00,18.923181,6.8,615,,Kad Merad,Comedy,Centre National De La Cinématographie,France
8271,Disturbia,Released,En,20000000,117760134,105,2007,12-04-2007 00:00,31.690456,6.6,1006,,Shia Labeouf,Thriller,Paramount Pictures,United States Of America
8272,The Savages,Released,En,0,0,114,2007,19-01-2007 00:00,5.663889,6.8,110,,Laura Linney,Drama,Fox Searchlight Pictures,United States Of America
8273,American Wedding,Released,En,55000000,231449203,103,2003,01-08-2003 00:00,36.194802,6,1129,,Jason Biggs,Comedy,Universal Pictures,United States Of America
8285,The Spirit,Released,En,60000000,39031337,103,2008,25-12-2008 00:00,14.84856,4.7,320,,Gabriel Macht,Action,Dc Comics,United States Of America
8291,Poetic Justice,Released,En,14000000,27515786,109,1993,23-07-1993 00:00,3.650857,6.9,47,,Janet Jackson,Drama,Columbia Pictures,United States Of America
8292,Four Brothers,Released,En,45000000,92374674,109,2005,11-08-2005 00:00,24.694551,6.7,607,,Mark Wahlberg,Action,Paramount Pictures,United States Of America
8293,Howards End,Released,En,0,25966555,140,1992,13-03-1992 00:00,5.897391,6.9,95,,Vanessa Redgrave,Drama,Merchant Ivory Productions,United Kingdom
8321,In Bruges,Released,En,15000000,34533783,107,2008,08-02-2008 00:00,25.329493,7.4,1388,,Colin Farrell,Comedy,Blueprint Pictures,United Kingdom
8326,Holes,Released,En,20000000,0,117,2003,18-04-2003 00:00,22.001408,6.7,383,,Sigourney Weaver,Adventure,Walt Disney Pictures,United States Of America
8328,Step Up 2: The Streets,Released,En,23000000,150816700,98,2008,14-02-2008 00:00,28.973074,6.5,640,,Briana Evigan,Music,Summit Entertainment,United States Of America
8329,[REC],Released,Es,1500000,30448000,78,2007,10-04-2007 00:00,31.691617,7.1,934,,Manuela Velasco,Horror,Filmax,Spain
8337,They Live,Released,En,4000000,13008928,94,1988,23-11-1988 00:00,29.852608,7.1,550,,Roddy Piper,Action,Universal Pictures,United States Of America
8338,Blindness,Released,En,25000000,19844979,121,2008,14-05-2008 00:00,17.603823,6.4,387,,Julianne Moore,Drama,Rhombus Media,Brazil
8346,My Big Fat Greek Wedding,Released,En,5000000,368744044,95,2002,22-02-2002 00:00,18.115566,6.2,671,,Nia Vardalos,Comedy,Home Box Office (Hbo),Canada
8355,Ice Age: Dawn of the Dinosaurs,Released,En,90000000,886686817,94,2009,29-06-2009 00:00,69.457898,6.5,2271,,Ray Romano,Animation,Blue Sky Studios,United States Of America
8357,What the #$*! Do We (K)now!?,Released,En,0,10000000,109,2004,23-04-2004 00:00,7.288352,5.8,34,,Marlee Matlin,Documentary,Lord Of The Wind,United States Of America
8358,Cast Away,Released,En,90000000,429632142,143,2000,22-12-2000 00:00,57.739713,7.5,3218,,Tom Hanks,Adventure,Dreamworks Skg,United States Of America
8359,Kit Kittredge: An American Girl,Released,En,0,0,101,2008,02-07-2008 00:00,6.27141,6.4,34,,Abigail Breslin,Comedy,New Line Cinema,United States Of America
8363,Superbad,Released,En,20000000,121463226,113,2007,17-08-2007 00:00,33.436092,7,2100,,Jonah Hill,Comedy,Columbia Pictures,United States Of America
8367,Robin Hood: Prince of Thieves,Released,En,48000000,390493908,143,1991,14-06-1991 00:00,28.803729,6.6,909,,Kevin Costner,Adventure,Warner Bros.,United States Of America
8373,Transformers: Revenge of the Fallen,Released,En,150000000,836297228,150,2009,19-06-2009 00:00,21.939663,6,3138,,Shia Labeouf,Science Fiction,Paramount Pictures,United States Of America
8374,The Boondock Saints,Released,En,6000000,30471,108,1999,22-01-1999 00:00,34.917447,7.2,837,,Willem Dafoe,Action,Franchise Pictures,Canada
8386,How High,Released,En,12000000,31155435,93,2001,21-12-2001 00:00,11.510281,6.3,218,,Method Man,Comedy,Universal Pictures,United States Of America
8390,"Definitely, Maybe",Released,En,0,55447968,112,2008,08-02-2008 00:00,29.173266,6.7,620,,Ryan Reynolds,Comedy,Universal Pictures,France
8408,Day of the Dead,Released,En,3500000,34000000,96,1985,19-07-1985 00:00,18.025206,6.9,270,,Lori Cardille,Horror,Dead Films,United States Of America
8409,A Man Apart,Released,En,36000000,44350926,109,2003,04-04-2003 00:00,19.854932,5.8,258,,Vin Diesel,Action,New Line Cinema,Germany
8413,Event Horizon,Released,En,60000000,26673242,96,1997,15-08-1997 00:00,29.787135,6.5,742,,Laurence Fishburne,Horror,Paramount Pictures,United Kingdom
8416,The Conformist,Released,It,750000,0,107,1970,21-10-1970 00:00,8.429295,7.6,127,,Jean-Louis Trintignant,Drama,Paramount Pictures,Italy
8427,I Spy,Released,En,70000000,33561137,97,2002,31-10-2002 00:00,13.267631,5.2,269,,Eddie Murphy,Action,Columbia Pictures Corporation,United States Of America
8435,A Cock and Bull Story,Released,En,0,0,94,2005,17-07-2005 00:00,3.500741,6.2,43,,Steve Coogan,Comedy,Revolution Films,United Kingdom
8452,The 6th Day,Released,En,82000000,96085477,123,2000,17-11-2000 00:00,18.447479,5.7,595,,Arnold Schwarzenegger,Science Fiction,Phoenix Pictures,United States Of America
8456,Never Back Down,Released,En,20000000,41627431,115,2008,04-03-2008 00:00,26.21425,6.4,497,,Sean Faris,Drama,Summit Entertainment,United States Of America
8457,Drillbit Taylor,Released,En,40000000,0,102,2008,20-03-2008 00:00,15.055732,5.5,275,,Owen Wilson,Comedy,Paramount Pictures,United States Of America
8461,Funny Games,Released,En,15000000,7938872,112,2007,20-10-2007 00:00,15.175289,6.3,545,,Naomi Watts,Horror,Celluloid Dreams,Austria
8467,Dumb and Dumber,Released,En,16000000,247275374,107,1994,16-12-1994 00:00,35.777067,6.5,1859,,Jim Carrey,Comedy,New Line Cinema,United States Of America
8469,Animal House,Released,En,2700000,141000000,109,1978,27-07-1978 00:00,17.332585,7,418,,John Belushi,Comedy,Universal Pictures,United States Of America
8470,John Q,Released,En,36000000,102244770,116,2002,15-02-2002 00:00,27.465433,7,594,,Denzel Washington,Drama,New Line Cinema,United States Of America
8487,Wild Wild West,Released,En,170000000,222104681,106,1999,29-06-1999 00:00,40.748915,5.1,1020,,Will Smith,Action,"Todman, Simon, Lemasters Productions",United States Of America
8488,Hitch,Released,En,70000000,368100420,118,2005,10-02-2005 00:00,34.576913,6.4,1665,,Will Smith,Comedy,Columbia Pictures Corporation,United States Of America
8489,Ali,Released,En,107000000,87713825,157,2001,11-12-2001 00:00,18.866672,6.7,447,,Will Smith,Drama,Columbia Pictures Corporation,United States Of America
8536,Superman II,Released,En,54000000,190458706,127,1980,04-12-1980 00:00,30.515175,6.5,629,,Gene Hackman,Action,Warner Bros.,United Kingdom
8545,Little Voice,Released,En,0,0,97,1998,05-11-1998 00:00,4.647547,6.6,61,,Brenda Blethyn,Comedy,Miramax Films,United Kingdom
8584,Shanghai Noon,Released,En,55000000,56932305,110,2000,26-05-2000 00:00,25.400935,6.2,735,,Jackie Chan,Adventure,Spyglass Entertainment,Hong Kong
8587,The Lion King,Released,En,45000000,788241776,89,1994,23-06-1994 00:00,90.457886,8,5376,,Jonathan Taylor Thomas,Family,Walt Disney Pictures,United States Of America
8592,Dick Tracy,Released,En,47000000,103738726,103,1990,15-06-1990 00:00,7.859226,5.9,251,,Warren Beatty,Adventure,Touchstone Pictures,United States Of America
8617,Prom Night,Released,En,0,14796236,88,2008,10-04-2008 00:00,9.642041,4.8,167,,Brittany Snow,Crime,Alliance Films,United States Of America
8618,The History Boys,Released,En,4000000,13401952,109,2006,02-10-2006 00:00,3.771652,6.6,66,,Samuel Anderson,Comedy,Dna Films,United Kingdom
8619,Master and Commander: The Far Side of the World,Released,En,150000000,212011111,138,2003,14-11-2003 00:00,36.973031,6.9,790,,Russell Crowe,Adventure,Universal Pictures,United States Of America
8643,The Exorcism of Emily Rose,Released,En,19000000,144216468,122,2005,09-09-2005 00:00,32.602868,6.3,659,,Laura Linney,Crime,Lakeshore Entertainment,United States Of America
8645,The Happening,Released,En,60000000,163403799,91,2008,11-06-2008 00:00,20.501582,4.9,950,,Mark Wahlberg,Thriller,Spyglass Entertainment,United States Of America
8649,Bringing Out the Dead,Released,En,32000000,0,121,1999,22-10-1999 00:00,15.560918,6.6,225,,Nicolas Cage,Drama,Paramount Pictures,United States Of America
8656,Deep Impact,Released,En,75000000,140464664,120,1998,08-05-1998 00:00,34.070054,5.9,855,,Robert Duvall,Action,Paramount Pictures,United States Of America
8665,K-19: The Widowmaker,Released,En,100000000,35168966,138,2002,19-07-2002 00:00,15.625949,6.1,264,,Harrison Ford,Drama,Paramount Pictures,Canada
8669,Charlie Bartlett,Released,En,12000000,0,97,2008,22-02-2008 00:00,9.779444,6.5,225,,Anton Yelchin,Comedy,Metro-Goldwyn-Mayer (Mgm),United States Of America
8675,Orgazmo,Released,En,1000000,0,94,1997,06-09-1997 00:00,5.06516,6.2,115,,Trey Parker,Comedy,Kuzui Enterprises,Japan
8676,Fool's Gold,Released,En,70000000,111231041,112,2008,07-02-2008 00:00,21.789615,5.4,444,,Matthew Mcconaughey,Romance,De Line Pictures,United States Of America
8681,Taken,Released,En,25000000,226830568,93,2008,18-02-2008 00:00,80.879032,7.2,4369,,Liam Neeson,Action,Twentieth Century Fox Film Corporation,France
8688,Snake Eyes,Released,En,73000000,103891409,98,1998,07-08-1998 00:00,20.790703,5.8,327,,Nicolas Cage,Crime,Paramount Pictures,Canada
8698,The League of Extraordinary Gentlemen,Released,En,78000000,179265204,110,2003,11-07-2003 00:00,47.436675,5.7,1155,,Sean Connery,Fantasy,Twentieth Century Fox Film Corporation,Czech Republic
8699,Anchorman: The Legend of Ron Burgundy,Released,En,26000000,90574188,94,2004,09-07-2004 00:00,29.342744,6.7,1493,,Will Ferrell,Comedy,Apatow Productions,United States Of America
8741,The Thin Red Line,Released,En,52000000,98126565,170,1998,25-12-1998 00:00,40.072583,7.2,771,,Sean Penn,Drama,Fox 2000 Pictures,Canada
8744,Albino Alligator,Released,En,6000000,0,97,1996,09-09-1996 00:00,2.388683,5.6,45,,Matt Dillon,Crime,Miramax Films,United States Of America
8780,Baby Mama,Released,En,30000000,63833449,99,2008,23-04-2008 00:00,11.409124,5.8,205,,Tina Fey,Comedy,Relativity Media,United States Of America
8810,Mad Max 2: The Road Warrior,Released,En,2000000,24600832,95,1981,24-12-1981 00:00,37.117362,7.3,957,,Mel Gibson,Adventure,Kennedy Miller Productions,Australia
8814,Doom,Released,En,60000000,55987321,105,2005,20-10-2005 00:00,29.261348,5,609,,Dwayne Johnson,Adventure,Di Bonaventura Pictures,Czech Republic
8818,Evita,Released,En,55000000,141047179,134,1996,14-12-1996 00:00,7.027139,5.9,120,,Madonna,History,Hollywood Pictures,United States Of America
8831,Timecop,Released,En,27000000,101646581,99,1994,15-09-1994 00:00,13.308127,5.5,282,,Jean-Claude Van Damme,Thriller,Universal Pictures,Japan
8834,Conspiracy Theory,Released,En,75000000,136982834,135,1997,07-08-1997 00:00,22.179658,6.5,431,,Mel Gibson,Action,Silver Pictures,United States Of America
8835,Legally Blonde,Released,En,18000000,141774679,96,2001,13-07-2001 00:00,25.43954,6.1,882,,Reese Witherspoon,Comedy,Marc Platt Productions,United States Of America
8836,The X Files: I Want to Believe,Released,En,30000000,68369434,104,2008,24-07-2008 00:00,25.454549,5.5,523,,David Duchovny,Drama,Twentieth Century Fox Film Corporation,Canada
8838,Mercury Rising,Released,En,60000000,0,111,1998,03-04-1998 00:00,18.877795,6,368,,Bruce Willis,Action,Imagine Entertainment,United States Of America
8839,Casper,Released,En,50000000,287928194,100,1995,26-05-1995 00:00,19.830132,6,1019,,Christina Ricci,Fantasy,Universal Pictures,United States Of America
8840,DragonHeart,Released,En,57000000,115267375,103,1996,31-05-1996 00:00,31.791979,6.4,535,,Dennis Quaid,Fantasy,Universal Pictures,United States Of America
8841,The Class,Released,Fr,0,28814580,128,2008,24-09-2008 00:00,13.437038,6.8,174,,François Bégaudeau,Drama,Haut Et Court,France
8842,Against the Ropes,Released,En,39000000,6614280,106,2004,20-02-2004 00:00,2.817364,4.5,32,,Meg Ryan,Romance,Paramount Pictures,Germany
8843,The Cell,Released,En,33000000,104155843,107,2000,17-08-2000 00:00,25.413955,6,436,,Jennifer Lopez,Horror,New Line Cinema,Germany
8847,Standard Operating Procedure,Released,En,0,0,117,2008,12-02-2008 00:00,0.888986,6.6,14,,Javal Davis,Documentary,Sony Pictures Classics,United States Of America
8848,The Bank Job,Released,En,20000000,64822796,112,2008,28-02-2008 00:00,30.387754,6.6,697,,Jason Statham,Thriller,Atlas Entertainment,Australia
8849,Alfie,Released,En,60000000,13395939,103,2004,22-10-2004 00:00,15.219263,5.6,248,,Jude Law,Comedy,Paramount Pictures,United Kingdom
8850,The Shadow,Released,En,25000000,48063435,108,1994,01-07-1994 00:00,8.178203,5.4,138,,Alec Baldwin,Adventure,Universal Pictures,United States Of America
8854,Steel,Released,En,16000000,1686429,97,1997,15-08-1997 00:00,2.848727,4.3,48,,Shaquille O'Neal,Science Fiction,Quincy Jones-David Salzman Entertainment,United States Of America
8859,"Dude, Where’s My Car?",Released,En,13000000,73180723,83,2000,15-12-2000 00:00,25.316146,5.2,509,,Ashton Kutcher,Comedy,Twentieth Century Fox Film Corporation,United States Of America
8869,Eight Legged Freaks,Released,En,0,0,99,2002,17-07-2002 00:00,17.834976,5.4,295,,David Arquette,Action,Village Roadshow Pictures,Australia
8870,Red Planet,Released,En,80000000,33463969,106,2000,10-11-2000 00:00,13.800656,5.4,267,,Val Kilmer,Thriller,Village Roadshow Pictures,Australia
8871,How the Grinch Stole Christmas,Released,En,123000000,345141403,104,2000,17-11-2000 00:00,45.419668,6.2,1386,,Jim Carrey,Family,Imagine Entertainment,Germany
8872,Wayne's World,Released,En,20000000,121697323,94,1992,14-02-1992 00:00,21.815122,6.5,728,,Mike Myers,Music,Paramount Pictures,United States Of America
8874,My Best Friend's Wedding,Released,En,38000000,299288605,105,1997,19-06-1997 00:00,15.401855,6.3,584,,Julia Roberts,Comedy,Tristar Pictures,United States Of America
8875,Timber Falls,Released,En,2600000,0,97,2007,07-12-2007 00:00,3.687574,5.2,38,,Josh Randall,Horror,Ascendant Pictures,United States Of America
8879,Pale Rider,Released,En,0,41410568,115,1985,28-06-1985 00:00,14.574995,7,251,,Clint Eastwood,Romance,Warner Bros.,United States Of America
8883,Flame & Citron,Released,Da,6500000,0,130,2008,25-03-2008 00:00,7.028946,6.8,68,,Thure Lindhardt,Crime,Det Danske Filminstitut,Czech Republic
8885,Waltz with Bashir,Released,He,2000000,11125849,90,2008,25-06-2008 00:00,14.08251,7.8,291,,Ari Folman,Drama,Les Films D'Ici,Israel
8909,Wanted,Released,En,75000000,258270008,110,2008,19-06-2008 00:00,73.82289,6.4,2528,,Angelina Jolie,Action,Universal Pictures,Germany
8913,Pet Sematary,Released,En,11500000,57469467,103,1989,21-04-1989 00:00,20.747994,6.4,407,,Dale Midkiff,Drama,Paramount Pictures,United States Of America
8914,Deep Blue Sea,Released,En,60000000,73648228,105,1999,28-07-1999 00:00,22.991269,5.6,604,,Thomas Jane,Action,Village Roadshow Pictures,Australia
8916,Antz,Released,En,60000000,171757863,83,1998,02-10-1998 00:00,41.515702,6,1272,,Woody Allen,Adventure,Dreamworks Skg,United States Of America
8920,Garfield,Released,En,50000000,200804534,80,2004,10-06-2004 00:00,17.667826,5.2,820,,Bill Murray,Animation,Twentieth Century Fox Film Corporation,United States Of America
8922,Jeepers Creepers,Released,En,10000000,59217789,90,2001,01-07-2001 00:00,23.316208,6.1,720,,Gina Philips,Horror,United Artists,Germany
8942,Wendy and Lucy,Released,En,200000,0,80,2008,22-05-2008 00:00,0.713906,6.4,64,,Michelle Williams,Drama,Glass Eye Pix,United States Of America
8944,What Just Happened,Released,En,25000000,6673422,104,2008,17-10-2008 00:00,8.31653,5.2,127,,Bruce Willis,Comedy,2929 Productions,United States Of America
8952,I Love You Phillip Morris,Released,En,13000000,10652035,98,2009,18-01-2009 00:00,19.664699,6.4,503,,Jim Carrey,Comedy,Europacorp,United States Of America
8953,Steamboy,Released,Ja,20000000,0,126,2004,17-07-2004 00:00,9.129808,6.4,102,,Anne Suzuki,Animation,Bandai Visual Company,Japan
8960,Hancock,Released,En,150000000,624029371,92,2008,01-07-2008 00:00,56.758411,6.2,2961,,Will Smith,Fantasy,Columbia Pictures,United States Of America
8961,Bad Boys II,Released,En,130000000,273339556,147,2003,18-07-2003 00:00,38.068736,6.3,1564,,Martin Lawrence,Adventure,Columbia Pictures Corporation,United States Of America
8963,Crimson Tide,Released,En,53000000,157387195,116,1995,12-05-1995 00:00,20.334629,7,498,,Denzel Washington,Action,Hollywood Pictures,United States Of America
8966,Twilight,Released,En,37000000,392616625,122,2008,20-11-2008 00:00,127.084938,5.8,3561,,Kristen Stewart,Adventure,Summit Entertainment,United States Of America
8967,The Tree of Life,Released,En,32000000,54674226,139,2011,18-05-2011 00:00,43.862456,6.5,987,,Brad Pitt,Drama,Fox Searchlight Pictures,United States Of America
8968,Boogeyman,Released,En,20000000,67192859,89,2005,04-02-2005 00:00,11.62423,4.6,191,,Emily Deschanel,Thriller,Ghost House Pictures,United States Of America
8970,The Out-of-Towners,Released,En,75000000,29000000,90,1999,02-04-1999 00:00,4.842626,5,45,,Steve Martin,Comedy,Paramount Pictures,United States Of America
8975,The Marine,Released,En,20000000,22165608,92,2006,13-10-2006 00:00,7.679336,5,163,,John Cena,Action,Twentieth Century Fox Film Corporation,United States Of America
8976,A Lot Like Love,Released,En,30000000,42886719,107,2005,22-04-2005 00:00,19.212552,6.5,318,,Ashton Kutcher,Comedy,Mile High Productions,United States Of America
8978,Assault on Precinct 13,Released,En,30000000,35294470,109,2005,19-01-2005 00:00,18.706504,6,311,,Ethan Hawke,Thriller,Rogue Pictures,United States Of America
8981,Dear Frankie,Released,En,0,0,105,2004,18-05-2004 00:00,3.11319,7,46,,Gerard Butler,Drama,Scottish Screen,United Kingdom
8982,The Protector,Released,Th,6000000,27165581,108,2005,11-08-2005 00:00,11.81832,6.8,167,,Tony Jaa,Action,The Weinstein Company,Thailand
8984,Disclosure,Released,En,55000000,214015089,123,1994,09-12-1994 00:00,15.064058,5.9,210,,Michael Douglas,Drama,Warner Bros.,United States Of America
8987,The River Wild,Released,En,45000000,0,111,1994,30-09-1994 00:00,12.362876,6.1,210,,Meryl Streep,Action,Universal Pictures,United States Of America
8988,Stop-Loss,Released,En,25000000,11207130,113,2008,28-03-2008 00:00,4.002579,6.1,82,,Ryan Phillippe,Drama,Paramount Pictures,United States Of America
8998,Friends with Money,Released,En,6500000,13368437,88,2006,07-09-2006 00:00,11.885221,5.1,128,,Catherine Keener,Comedy,Sony Pictures,United States Of America
8999,Derailed,Released,En,22000000,57479076,108,2005,11-11-2005 00:00,17.7091,6.1,319,,Clive Owen,Drama,Miramax Films,United Kingdom
9003,Hellraiser,Released,En,1000000,14564027,94,1987,11-09-1987 00:00,22.583834,6.9,449,,Andrew Robinson,Horror,New World Pictures,United Kingdom
9007,Just Like Heaven,Released,En,58000000,102854431,95,2005,16-09-2005 00:00,13.43573,6.5,579,,Reese Witherspoon,Comedy,Dreamworks Skg,United States Of America
9008,The Insider,Released,En,90000000,60289912,157,1999,28-10-1999 00:00,26.153669,7.3,481,,Al Pacino,Drama,Spyglass Entertainment,United States Of America
9009,Dark Water,Released,En,30000000,25473093,105,2005,27-06-2005 00:00,14.376463,5.3,274,,Jennifer Connelly,Drama,Vertigo Entertainment,United States Of America
9012,Jackass: The Movie,Released,En,5000000,64282312,87,2002,21-10-2002 00:00,14.752587,6.1,345,,Johnny Knoxville,Documentary,Paramount Pictures,United States Of America
9013,Midnight Run,Released,En,30000000,38413606,126,1988,20-07-1988 00:00,12.821329,7.2,238,,Robert De Niro,Adventure,Universal Pictures,United States Of America
9016,Treasure Planet,Released,En,140000000,109578115,95,2002,26-11-2002 00:00,38.924136,7.2,948,,Joseph Gordon-Levitt,Adventure,Walt Disney Pictures,United States Of America
9021,The Santa Clause 2,Released,En,65000000,172855065,104,2002,31-10-2002 00:00,14.646884,5.5,297,,Tim Allen,Fantasy,Walt Disney Pictures,United States Of America
9022,All the Boys Love Mandy Lane,Released,En,750000,0,90,2008,15-02-2008 00:00,12.284939,5.7,209,,Amber Heard,Horror,Occupant Films,United States Of America
9023,Spirit: Stallion of the Cimarron,Released,En,80000000,122563539,83,2002,24-05-2002 00:00,41.670544,7.4,831,,Matt Damon,Western,Dreamworks Skg,United States Of America
9026,The Importance of Being Earnest,Released,En,0,0,97,2002,17-05-2002 00:00,7.250379,6.7,127,,Rupert Everett,Comedy,Ealing Studios,France
9027,The Guru,Released,En,0,0,91,2002,21-08-2002 00:00,4.093288,5.1,75,,Jimi Mistry,Comedy,Universal Pictures,France
9029,What Happens in Vegas,Released,Da,35000000,170000000,99,2008,07-05-2008 00:00,38.100488,5.8,923,,Ashton Kutcher,Comedy,Twentieth Century Fox Film Corporation,United States Of America
9030,The Eye,Released,En,12000000,56309766,98,2008,01-02-2008 00:00,11.135734,5.5,281,,Jessica Alba,Drama,Paramount Vantage,United States Of America
9032,Big Daddy,Released,En,34200000,234801895,93,1999,25-06-1999 00:00,34.86859,6.1,875,,Adam Sandler,Comedy,Columbia Pictures,United States Of America
9034,The Banger Sisters,Released,En,10000000,0,98,2002,20-09-2002 00:00,6.015354,5.5,62,,Goldie Hawn,Comedy,Fox Searchlight Pictures,United States Of America
9035,Slither,Released,En,15500000,0,95,2006,31-03-2006 00:00,17.327279,6.3,317,,Nathan Fillion,Comedy,Universal Pictures,Canada
9036,Eight Below,Released,En,40000000,120455994,120,2006,17-02-2006 00:00,24.287306,6.7,542,,Paul Walker,Adventure,Walt Disney Pictures,United States Of America
9042,The Cave,Released,En,30000000,15007991,97,2005,25-08-2005 00:00,10.756266,5.1,202,,Cole Hauser,Action,Lakeshore Entertainment,Germany
9043,The Family Stone,Released,En,0,0,103,2005,14-12-2005 00:00,14.190837,6.2,249,,Claire Danes,Comedy,Fox 2000 Pictures,United States Of America
9045,Amen.,Released,Fr,0,0,132,2002,13-02-2002 00:00,5.930533,7.1,75,,Ulrich Tukur,Drama,Renn Productions,France
9053,DOA: Dead or Alive,Released,En,21000000,480314,87,2006,07-09-2006 00:00,12.790408,5,205,,Jaime Pressly,Adventure,Impact Pictures,Germany
9059,Tales from the Crypt: Demon Knight,Released,En,0,0,92,1995,13-01-1995 00:00,7.710797,6.7,94,,Billy Zane,Horror,Universal Pictures,United States Of America
9067,Tank Girl,Released,En,25000000,4064495,98,1995,31-03-1995 00:00,8.186936,5.5,138,,Lori Petty,Action,Trilogy Entertainment Group,United States Of America
9072,Little Man,Released,En,64000000,101595121,98,2006,31-08-2006 00:00,12.421504,5.3,261,,Marlon Wayans,Comedy,Revolution Studios,United States Of America
9074,The Man,Released,En,0,12382362,83,2005,08-09-2005 00:00,6.925645,5.4,133,,Samuel L. Jackson,Action,New Line Cinema,United States Of America
9075,Black Book,Released,Nl,21000000,26193068,145,2006,01-09-2006 00:00,13.906611,7.2,277,,Carice Van Houten,Drama,Cobo Fund,Netherlands
9087,The American President,Released,En,62000000,107879496,106,1995,17-11-1995 00:00,11.056763,6.5,195,,Michael Douglas,Comedy,Columbia Pictures,United States Of America
9089,Home for the Holidays,Released,En,0,17519169,103,1995,02-11-1995 00:00,4.031585,6.3,39,,Holly Hunter,Comedy,Paramount Pictures,United States Of America
9092,Snow White: A Tale of Terror,Released,En,26000000,0,100,1997,18-07-1997 00:00,4.810621,6,62,,Sigourney Weaver,Fantasy,Interscope Communications,United States Of America
9093,The Four Feathers,Released,En,35000000,29882645,132,2002,08-09-2002 00:00,10.10364,6.5,159,,Heath Ledger,War,Paramount Pictures,United Kingdom
9095,Mary Reilly,Released,En,47000000,12379402,104,1996,23-02-1996 00:00,6.067212,5.7,74,,Julia Roberts,Drama,Tristar Pictures,United States Of America
9096,Medicine Man,Released,En,40000000,0,106,1992,07-02-1992 00:00,7.021871,5.8,114,,Sean Connery,Adventure,Hollywood Pictures,United States Of America
9099,Sgt. Bilko,Released,En,0,0,90,1996,29-03-1996 00:00,5.417787,5.5,94,,Steve Martin,Comedy,Imagine Entertainment,United States Of America
9100,The Craft,Released,En,15000000,24769466,101,1996,03-05-1996 00:00,19.517239,6.3,380,,Robin Tunney,Drama,Columbia Pictures,United States Of America
9104,Buffalo Soldiers,Released,En,15000000,0,98,2001,08-09-2001 00:00,6.329672,6.5,93,,Joaquin Phoenix,Drama,Grosvenor Park Films Llp,Germany
9208,Broken Arrow,Released,En,50000000,150270147,108,1996,09-02-1996 00:00,22.769108,5.7,453,,John Travolta,Action,Twentieth Century Fox Film Corporation,United States Of America
9257,S.W.A.T.,Released,En,80000000,116643346,117,2003,08-08-2003 00:00,34.052253,5.8,770,,Samuel L. Jackson,Action,Original Film,United States Of America
9260,Welcome to Collinwood,Released,En,1200000,0,86,2002,24-05-2002 00:00,3.582733,6.2,50,,William H. Macy,Comedy,Section Eight,Germany
9266,Blue Crush,Released,En,25000000,51842679,104,2002,08-08-2002 00:00,11.42943,5.6,159,,Kate Bosworth,Adventure,Imagine Entertainment,Germany
9268,Eraser,Released,En,100000000,242295562,115,1996,21-06-1996 00:00,24.507987,5.6,543,,Arnold Schwarzenegger,Action,Kopelson Entertainment,Canada
